,,Express Late OB,"Overall
Late OB        ",OB Time (hr),"B2C
Target
Gross","B2C
Order 
Proj.","B2C
Proj.
Net","排班
proj.","Actual 
Net Order","Actual
Order
Gap","Actual
Piece
Gap"
2021-09-12 00:00:00,Sun,,,,,6749,5939.12,29696,7389,,0.116847693
2021-09-13 00:00:00,Mon,,,,,7168,6307.84,31538,3976,,-0.3638626419
2021-09-14 00:00:00,Tue,,,,,6932,6100.16,30499,3613,,-0.4198766577
2021-09-15 00:00:00,Wed,,,,,7280,6406.4,30829,3924,,-0.3970405669
2021-09-16 00:00:00,Thu,,,,,5801,5104.88,25526,3426,,-0.3787973759
2021-09-17 00:00:00,Fri,,,,,5696,5012.48,25062,4823,,-0.3191884127
2021-09-18 00:00:00,Sat,,,,,34415,30285.2,110129,11176,,-0.54523373
2021-09-19 00:00:00,Sun,,,,,6802,5985.76,24487,3992,,-0.2806015808
2021-09-20 00:00:00,Mon,,,,,7168,6307.84,25804,3365,,-0.4205003453
2021-09-21 00:00:00,Tue,,,,,6932,6100.16,24954,3670,,-0.309046828
2021-09-22 00:00:00,Wed,,,,,7069,6220.72,25447,2252,,-0.5533050869
2021-09-23 00:00:00,Thu,,,,,5749,5059.12,20695,5337,,0.1043510729
2021-09-24 00:00:00,Fri,,,,,5643,4965.84,20315,2950,,-0.3339001633
2021-09-25 00:00:00,Sat,,,,,15302,13465.76,48968,9610,,-0.1400692103
2021-09-26 00:00:00,Sun,,,,,6749,5939.12,24297,4078,,-0.2552391429
2021-09-27 00:00:00,Mon,,,,,7848,6906.24,28252,4920,,-0.2523055488
2021-09-28 00:00:00,Tue,,,,,6932,6100.16,24954,4889,,-0.1493438837
2021-09-29 00:00:00,Wed,,,,,7069,6220.72,27144,6189,,0.01399438684
2021-09-30 00:00:00,Thu,,,,,5749,5059.12,20695,4834,,-0.01738452415
AVG,,#DIV/0!,,0,#DIV/0!,10719.26667,9432.954667,41420.16667,6666.733333,0,-0.1826629349
M-1,,,,0,#DIV/0!,10271.741935483871,8730.980645161291,7988.548387096775,6907.387096774193,0,0.17964991669862423
Change%,,#DIV/0!,0,#DIV/0!,#DIV/0!,0.04356853336,0.08040036395,4.184942828,-0.03484005747,0,-0.3623128516
2021-10-01 00:00:00,Fri,,,,,8114,7140.32,29211,5147,,-0.2646372319
2021-10-02 00:00:00,Sat,,,,,9107,8014.16,31145,3927,,-0.4180811162
2021-10-03 00:00:00,Sun,,,,,9371,8246.48,33735,4139,,-0.4095355512
2021-10-04 00:00:00,Mon,,,,,9924,8733.12,35726,3342,,-0.5507473549
2021-10-05 00:00:00,Tue,,,,,9732,8564.16,35034,5361,,-0.2780714319
2021-10-06 00:00:00,Wed,,,,,10999,9679.12,39596,3930,,-0.5130362112
2021-10-07 00:00:00,Thu,,,,,8387,7380.56,30192,4660,,-0.2671523462
2021-10-08 00:00:00,Fri,,,,,8114,7140.32,29211,4842,,-0.2355775066
2021-10-09 00:00:00,Sat,,,,,9107,8014.16,32784,5210,,-0.2676929433
2021-10-10 00:00:00,Sun,,,,,46128,40592.64,154991,20918,,-0.4110801742
2021-10-11 00:00:00,Mon,,,,,8114,7140.32,29211,8953,,0.3021246666
2021-10-12 00:00:00,Tue,,,,,9732,8564.16,35034,7714,,-0.03574190267
2021-10-13 00:00:00,Wed,,,,,11876,10450.88,43705,5237,,-0.405336398
2021-10-14 00:00:00,Thu,,,,,8387,7380.56,30192,3969,,-0.3512730645
2021-10-15 00:00:00,Fri,,,,,8114,7140.32,28116,3741,,-0.3553492673
2021-10-16 00:00:00,Sat,,,,,6830,6010.4,21856,3494,,-0.2012802808
2021-10-17 00:00:00,Sun,,,,,7028,6184.64,22490,3753,,-0.1632644812
2021-10-18 00:00:00,Mon,,,,,17912,15762.56,53773,12795,,0.0699861201
2021-10-19 00:00:00,Tue,,,,,8166,7186.08,26132,4943,,-0.1335509929
2021-10-20 00:00:00,Wed,,,,,9003,7922.64,28809,5229,,-0.1648758753
2021-10-21 00:00:00,Thu,,,,,6290,5535.2,20128,3709,,-0.1068525076
2021-10-22 00:00:00,Fri,,,,,9965,8769.2,30693,4687,,-0.3449054122
2021-10-23 00:00:00,Sat,,,,,10196,8972.48,31402,5375,,-0.2460671295
2021-10-24 00:00:00,Sun,,,,,9345,8223.6,29903,6873,,-0.06747726741
2021-10-25 00:00:00,Mon,,,,,16262,14310.56,48818,11620,,0.06334194913
2021-10-26 00:00:00,Tue,,,,,7299,6423.12,23356,5036,,0.02869225739
2021-10-27 00:00:00,Wed,,,,,7877,6931.76,25207,6657,,0.08956927549
2021-10-28 00:00:00,Thu,,,,,6290,5535.2,20128,4438,,-0.0684618442
2021-10-29 00:00:00,Fri,,,,,6086,5355.68,19474,3917,,-0.09022052714
2021-10-30 00:00:00,Sat,,,,,6830,6010.4,21856,4374,,-0.09651395914
2021-10-31 00:00:00,Sun,,,,,8788,7733.44,28120,4774,,-0.2076167076
AVG,,#DIV/0!,,0,#DIV/0!,10375.3,9130.264,34693.9,5920.566667,0,-0.1945349328
M-1,,,,0,#DIV/0!,10271.741935483871,8730.980645161291,7988.548387096775,6907.387096774193,0,0.17964991669862423
Change%,,#DIV/0!,0,#DIV/0!,#DIV/0!,0.01008184056,0.04573178788,3.342954229,-0.1428645038,0,-0.3741848495
2021-11-01 00:00:00,Mon,,,,,14093.623613258667,12402.388779667628,45099.595562427734,9899,,-0.07
2021-11-02 00:00:00,Tue,,,,,8132.599841490502,7156.687860511642,26024.319492769606,5696,,0.01
2021-11-03 00:00:00,Wed,,,,,9248.446117239037,8138.6325831703525,29595.027575164917,8859,,0.24
2021-11-04 00:00:00,Thu,,,,,7168.62678285708,6308.39156891423,22939.605705142654,5856,,0.17
2021-11-05 00:00:00,Fri,,,,,6777.342313761894,5964.061236110467,21687.49540403806,4462,,0.01
2021-11-06 00:00:00,Sat,,,,,7295.187797119674,6419.7652614653125,23344.600950782955,4795,,-0.05
2021-11-07 00:00:00,Sun,,,,,7344.757527705856,6463.3866243811535,23503.22408865874,5809,,0.2
2021-11-08 00:00:00,Mon,,,,,8541.813787606221,7516.796133093475,27333.804120339908,6484,,0.15
2021-11-09 00:00:00,Tue,,,,,8132.599841490502,7156.687860511642,26024.319492769606,6153,,0.07
2021-11-10 00:00:00,Wed,,,,,9248.446117239037,8138.6325831703525,29595.027575164917,9622,,0.38
2021-11-11 00:00:00,Thu,,,,,101437.59825635001,89265.08646558801,308370.298699304,61709,,-0.22
2021-11-12 00:00:00,Fri,,,,,6777.342313761894,5964.061236110467,21687.49540403806,17581,,1.88
2021-11-13 00:00:00,Sat,,,,,7295.187797119674,6419.7652614653125,23344.600950782955,9522,,0.41
2021-11-14 00:00:00,Sun,,,,,7344.757527705856,6463.3866243811535,23503.22408865874,15259,,1.38
2021-11-15 00:00:00,Mon,,,,,10123.826465888644,8908.967289982007,32396.24469084366,4376,,-0.34
2021-11-16 00:00:00,Tue,,,,,9187.27496034545,8084.801965103997,29399.279873105443,4771,,-0.17
2021-11-17 00:00:00,Wed,,,,,9775.78367666651,8602.689635466528,31282.50776533283,6060,,-0.21
2021-11-18 00:00:00,Thu,,,,,24600.297147291654,21648.261489616656,76752.92709954995,15516,,-0.3
2021-11-19 00:00:00,Fri,,,,,6777.342313761894,5964.061236110467,21687.49540403806,3451,,-0.37
2021-11-20 00:00:00,Sat,,,,,7295.187797119674,6419.7652614653125,23344.600950782955,3882,,-0.24
2021-11-21 00:00:00,Sun,,,,,7344.757527705856,6463.3866243811535,23503.22408865874,3863,,-0.29
2021-11-22 00:00:00,Mon,,,,,8641.813787606221,7604.796133093475,27653.804120339908,4151,,-0.34
2021-11-23 00:00:00,Tue,,,,,8232.599841490503,7244.687860511643,26344.31949276961,4078,,-0.33
2021-11-24 00:00:00,Wed,,,,,9348.446117239037,8226.632583170353,29915.027575164917,5298,,-0.24
2021-11-25 00:00:00,Thu,,,,,17713.26862116885,15587.676386628587,55265.39809804681,9960,,-0.22
2021-11-26 00:00:00,Fri,,,,,6777.342313761894,5964.061236110467,21687.49540403806,3403,,-0.31
2021-11-27 00:00:00,Sat,,,,,7295.187797119674,6419.7652614653125,23344.600950782955,4090,,-0.27
2021-11-28 00:00:00,Sun,,,,,7344.757527705856,6463.3866243811535,23503.22408865874,4593,,-0.13
2021-11-29 00:00:00,Mon,,,,,8541.813787606221,7516.796133093475,27333.804120339908,4512,,-0.28
2021-11-30 00:00:00,Tue,,,,,8132.599841490502,7156.687860511642,26024.319492769606,4761,,-0.19
AVG,,#DIV/0!,,0,#DIV/0!,12199.02097,10735.13846,38383.03041,8615.7,0,0.011
M-1,,,,0,#DIV/0!,10271.741935483871,8730.980645161291,7988.548387096775,6907.387096774193,0,0.17964991669862423
Change%,,#DIV/0!,0,#DIV/0!,#DIV/0!,0.1876292306,0.2295455564,3.804756578,0.2473168044,0,-0.1686499167
2021-12-01 00:00:00,Wed,,,,,14890,13103.2,11912,8457,,1.941743238
2021-12-02 00:00:00,Thu,,,,,8551,7524.88,6841,5530,,2.045474479
2021-12-03 00:00:00,Fri,,,,,8627,7591.76,6902,4178,,1.528088038
2021-12-04 00:00:00,Sat,,,,,9282,8168.16,7426,5147,,1.615044194
2021-12-05 00:00:00,Sun,,,,,9332,8212.16,7465,5306,,1.870364732
2021-12-06 00:00:00,Mon,,,,,10768,9475.84,8614,5595,,1.496332609
2021-12-07 00:00:00,Tue,,,,,8850,7788,7080,5432,,2.044106317
2021-12-08 00:00:00,Wed,,,,,11648,10250.24,9318,7168,,1.942984253
2021-12-09 00:00:00,Thu,,,,,8551,7524.88,6841,4262,,1.724050179
2021-12-10 00:00:00,Fri,,,,,8627,7591.76,6902,4217,,1.560851927
2021-12-11 00:00:00,Sat,,,,,8627,7591.76,6902,4627,,1.694047839
2021-12-12 00:00:00,Sun,,,,,85303,75066.64,69948,51023,,1.432326352
2021-12-13 00:00:00,Mon,,,,,11288,9933.44,9143,5658,,1.530375946
2021-12-14 00:00:00,Tue,,,,,9100,8008,7371,4143,,1.35042735
2021-12-15 00:00:00,Wed,,,,,11325,9966,9174,5344,,1.286105
2021-12-16 00:00:00,Thu,,,,,7697,6773.36,6157,3156,,1.226032454
2021-12-17 00:00:00,Fri,,,,,7765,6833.2,6212,2905,,0.777717614
2021-12-18 00:00:00,Sat,,,,,19115,16821.2,15292,10417,,1.30037096
2021-12-19 00:00:00,Sun,,,,,8399,7391.12,6719,3290,,0.9792921025
2021-12-20 00:00:00,Mon,,,,,9991,8792.08,7993,5132,,1.116340434
2021-12-21 00:00:00,Tue,,,,,8364,7360.32,6692,6415,,1.959945389
2021-12-22 00:00:00,Wed,,,,,10951,9636.88,8871,5459,,1.472048862
2021-12-23 00:00:00,Thu,,,,,7697,6773.36,6157,3271,,1.151837524
2021-12-24 00:00:00,Fri,,,,,7765,6833.2,6212,2980,,0.9150983434
2021-12-25 00:00:00,Sat,,,,,15369,13524.72,12295,10164,,2.118045029
2021-12-26 00:00:00,Sun,,,,,8399,7391.12,6719,4145,,1.565485935
2021-12-27 00:00:00,Mon,,,,,9691,8528.08,7753,4055,,1.164558001
2021-12-28 00:00:00,Tue,,,,,7964,7008.32,6372,3921,,1.571441819
2021-12-29 00:00:00,Wed,,,,,10204,8979.52,8163,5864,,1.651654361
2021-12-30 00:00:00,Thu,,,,,7697,6773.36,6157,3362,,1.200193424
2021-12-31 00:00:00,Fri,,,,,6274,5521.12,5020,3578,,1.700561391
AVG,,,,,,12197.12903,10733.47355,9826.548387,6587.129032,,1.513966003
M-1,,,,,,12199.02097,10735.13846,38383.03041,8615.7,,0.011
Change%,,,,,,-0.0001550894701,-0.0001550894701,-0.7439871662,-0.235450511,,136.633273
2022-01-01 00:00:00,Sat,,,,,9872.003284,8687.36289,29586.39384,7865,,-0.02988269269
2022-01-02 00:00:00,Sun,,,,,6888.229885,6061.642299,20644.02497,3858,,-0.2419664449
2022-01-03 00:00:00,Mon,,,,,8088.707718,7118.062791,24241.85703,3895,,-0.3332812754
2022-01-04 00:00:00,Tue,,,,,7219.760263,6353.389031,21637.62151,3620,,-0.3219406808
2022-01-05 00:00:00,Wed,,,,,9017.837438,7935.696946,27026.4588,5701,,-0.2113788743
2022-01-06 00:00:00,Thu,,,,,7748.730706,6818.883021,23222.94593,5073,,-0.09758140726
2022-01-07 00:00:00,Fri,,,,,7750.842365,6820.741281,23229.27457,5209,,-0.09635968051
2022-01-08 00:00:00,Sat,,,,,6692.901478,5889.7533,20058.62573,3859,,-0.2145183807
2022-01-09 00:00:00,Sun,,,,,6888.229885,6061.642299,20644.02497,4252,,-0.2008473493
2022-01-10 00:00:00,Mon,,,,,8088.707718,7118.062791,24241.85703,5754,,-0.04954026159
2022-01-11 00:00:00,Tue,,,,,7219.760263,6353.389031,21637.62151,4580,,-0.1605530045
2022-01-12 00:00:00,Wed,,,,,9228,8120.64,27656.316,5570,,-0.1046759939
2022-01-13 00:00:00,Thu,,,,,6700.292282,5896.257209,20080.77597,3266,,-0.3497285879
2022-01-14 00:00:00,Fri,,,,,6177.656814,5436.337997,18514.43747,3031,,-0.300238971
2022-01-15 00:00:00,Sat,,,,,6692.901478,5889.7533,20058.62573,3549,,-0.2905455234
2022-01-16 00:00:00,Sun,,,,,6888.229885,6061.642299,20644.02497,3889,,-0.2326637312
2022-01-17 00:00:00,Mon,,,,,8299.873563,7303.888736,24874.72107,4090,,-0.3245241753
2022-01-18 00:00:00,Tue,,,,,79725.66502,70158.58522,206648.9237,19138,,-0.6774833081
2022-01-19 00:00:00,Wed,,,,,9527.947455,8384.59376,28555.25852,5641,,0.2245794165
2022-01-20 00:00:00,Thu,,,,,7000.292282,6160.257209,20979.87597,4199,,-0.3154695644
2022-01-21 00:00:00,Fri,,,,,6577.656814,5788.337997,19713.23747,3389,,-0.3328779009
2022-01-22 00:00:00,Sat,,,,,6692.901478,5889.7533,20058.62573,3819,,-0.2422212665
2022-01-23 00:00:00,Sun,,,,,6888.229885,6061.642299,20644.02497,4930,,-0.09136156458
2022-01-24 00:00:00,Mon,,,,,8404.400657,7395.872578,25187.98877,5185,,-0.1372150281
2022-01-25 00:00:00,Tue,,,,,7219.760263,6353.389031,21637.62151,11816,,0.8274672861
2022-01-26 00:00:00,Wed,,,,,9017.837438,7935.696946,27026.4588,5436,,-0.3786392091
2022-01-27 00:00:00,Thu,,,,,6700.292282,5896.257209,20080.77597,3359,,-0.2751434586
2022-01-28 00:00:00,Fri,,,,,6177.656814,5436.337997,18514.43747,3295,,-0.3166880505
2022-01-29 00:00:00,Sat,,,,,6692.901478,5889.7533,20306.26308,3123,,-0.4777697201
2022-01-30 00:00:00,Sun,,,,,5510.583908,4849.313839,16719.11158,2955,,-0.4075914017
2022-01-31 00:00:00,Mon,,,,,5206.50509,4581.724479,15796.53644,2867,,-0.3855816525
AVG,,,,,,9121.192843,8026.649702,28060.28216,5039.129032,#DIV/0!,-0.2111684664
M-1,,,,,,12197.12903,10733.47355,9826.548387,6587.129032,,1.513966003
Change%,,,,,,-0.2521852627,-0.2521852627,1.855558336,,,
2022-02-01 00:00:00,Tue,,,,,4022.328358,3539.648955,10940.73313,3565,,0.1202922173
2022-02-02 00:00:00,Wed,,,,,11444.71099,10071.34567,27467.30638,6498,,-0.3102957414
2022-02-03 00:00:00,Thu,,,,,3685.530529,3243.266866,10024.64304,5974,,0.8877344123
2022-02-04 00:00:00,Fri,,,,,3391.500678,2984.520597,8994.259799,3911,,0.4461243584
2022-02-05 00:00:00,Sat,,,,,4339.880597,3819.094925,11804.47522,3796,,0.115717073
2022-02-06 00:00:00,Sun,,,,,3601.063772,3168.936119,9794.89346,2978,,0.07720787436
2022-02-07 00:00:00,Mon,,,,,7039.609227,6194.856119,18669.04367,3987,,-0.2366434716
2022-02-08 00:00:00,Tue,,,,,6745.579376,5936.109851,17889.2765,4797,,-0.07181570758
2022-02-09 00:00:00,Wed,,,,,8474.474898,7457.53791,22474.30743,5177,,-0.2333670122
2022-02-10 00:00:00,Thu,,,,,6142.550882,5405.444776,16290.04494,5095,,0.1105499806
2022-02-11 00:00:00,Fri,,,,,5772.60787,5079.894925,15308.95607,4732,,0.04959356759
2022-02-12 00:00:00,Sat,,,,,7233.134328,6365.158209,19182.27224,4022,,-0.3029785847
2022-02-13 00:00:00,Sun,,,,,6001.416554,5281.246567,15915.7567,3423,,-0.3032919155
2022-02-14 00:00:00,Mon,,,,,7039.609227,6194.856119,18669.04367,4208,,-0.2545389201
2022-02-15 00:00:00,Tue,,,,,6745.579376,5936.109851,17889.2765,4080,,-0.2016547915
2022-02-16 00:00:00,Wed,,,,,8113.085482,7139.515224,21515.9027,3913,,-0.4058834191
2022-02-17 00:00:00,Thu,,,,,6142.550882,5405.444776,16290.04494,5144,,0.06353297765
2022-02-18 00:00:00,Fri,,,,,42971.12619,37814.59104,103130.7028,8376,,-0.7605862424
2022-02-19 00:00:00,Sat,,,,,7233.134328,6365.158209,19182.27224,9104,,0.4643610714
2022-02-20 00:00:00,Sun,,,,,6482.556309,5704.649552,17191.73933,5716,,0.1671170868
2022-02-21 00:00:00,Mon,,,,,7039.609227,6194.856119,18669.04367,4755,,-0.1196534989
2022-02-22 00:00:00,Tue,,,,,6866.398915,6042.431045,18209.68992,3712,,-0.2869680393
2022-02-23 00:00:00,Wed,,,,,8113.085482,7139.515224,21515.9027,4918,,-0.2178089996
2022-02-24 00:00:00,Thu,,,,,6142.550882,5405.444776,16290.04494,4024,,-0.1255814066
2022-02-25 00:00:00,Fri,,,,,13634.43148,11998.2997,36158.51228,,,
2022-02-26 00:00:00,Sat,,,,,6086.507463,5356.126567,14242.42746,,,
2022-02-27 00:00:00,Sun,,,,,5000.705563,4400.620896,11701.65102,,,
2022-02-28 00:00:00,Mon,,,,,5631.473541,4955.696716,14934.66783,,,
AVG,,,,,,#VALUE!,#VALUE!,,,,
M-1,,,,,,#VALUE!,#VALUE!,,,,
Change%,,,,,,#VALUE!,#VALUE!,,,,
2022-03-01 00:00:00,Tue,,,,,6636,5839.68,14532.84,,,
2022-03-02 00:00:00,Wed,,,,,7882,6936.16,17261.58,,,
2022-03-03 00:00:00,Thu,,,,,15662,13782.56,31793.86,,,
2022-03-04 00:00:00,Fri,,,,,5790,5095.2,12680.1,,,
2022-03-05 00:00:00,Sat,,,,,6265,5513.2,13720.35,,,
2022-03-06 00:00:00,Sun,,,,,6213,5467.44,12792.567,,,
2022-03-07 00:00:00,Mon,,,,,7059,6211.92,15459.21,,,
2022-03-08 00:00:00,Tue,,,,,6919,6088.72,15152.61,,,
2022-03-09 00:00:00,Wed,,,,,7882,6936.16,17261.58,,,
2022-03-10 00:00:00,Thu,,,,,6502.961926,5722.606495,14241.48662,,,
2022-03-11 00:00:00,Fri,,,,,5790,5095.2,12680.1,,,
2022-03-12 00:00:00,Sat,,,,,6295,5539.6,13326.515,,,
2022-03-13 00:00:00,Sun,,,,,6183,5441.04,13540.77,,,
2022-03-14 00:00:00,Mon,,,,,8685,7642.8,17717.4,,,
2022-03-15 00:00:00,Tue,,,,,6919,6088.72,15152.61,,,
2022-03-16 00:00:00,Wed,,,,,7882,6936.16,17261.58,,,
2022-03-17 00:00:00,Thu,,,,,6502.961926,5722.606495,14241.48662,,,
2022-03-18 00:00:00,Fri,,,,,45486.55966,40028.1725,92337.71611,,,
2022-03-19 00:00:00,Sat,,,,,6264.860645,5513.077367,13720.04481,,,
2022-03-20 00:00:00,Sun,,,,,6183,5441.04,13540.77,,,
2022-03-21 00:00:00,Mon,,,,,7059,6211.92,15459.21,,,
2022-03-22 00:00:00,Tue,,,,,6919,6088.72,15152.61,,,
2022-03-23 00:00:00,Wed,,,,,7882,6936.16,17261.58,,,
2022-03-24 00:00:00,Thu,,,,,6452.961926,5678.606495,13660.9204,,,
2022-03-25 00:00:00,Fri,,,,,15125.64639,13310.56882,28587.47167,,,
2022-03-26 00:00:00,Sat,,,,,6265,5513.2,13720.35,,,
2022-03-27 00:00:00,Sun,,,,,6183,5441.04,13540.77,,,
2022-03-28 00:00:00,Mon,,,,,7601,6688.88,16874.22,,,
2022-03-29 00:00:00,Tue,,,,,6919,6088.72,15152.61,,,
2022-03-30 00:00:00,Wed,,,,,7882,6936.16,17261.58,,,
2022-03-31 00:00:00,Thu,,,,,6353,5590.64,13913.07,,,
AVG,,,,,,#VALUE!,#VALUE!,,,,
M-1,,,,,,#VALUE!,#VALUE!,,,,
Change%,,,,,,#VALUE!,#VALUE!,,,,
2022-04-01 00:00:00,Fri,,,,,5718,5031.84,11424.564,,,
2022-04-02 00:00:00,Sat,,,,,5136,4519.68,10261.728,,,
2022-04-03 00:00:00,Sun,,,,,5448,4794.24,10885.104,,,
2022-04-04 00:00:00,Mon,,,,,15370,13525.6,29049.3,,,
2022-04-05 00:00:00,Tue,,,,,6234,5485.92,12455.532,,,
2022-04-06 00:00:00,Wed,,,,,8848,7786.24,17678.304,,,
2022-04-07 00:00:00,Thu,,,,,7418,6527.84,14821.164,,,
2022-04-08 00:00:00,Fri,,,,,7066,6218.08,14117.868,,,
2022-04-09 00:00:00,Sat,,,,,7197,6333.36,14379.606,,,
2022-04-10 00:00:00,Sun,,,,,7795.808224,6860.311237,15576.02483,,,
