cdate,working_code_l1,working_code_l2,working_code_l3,name,workers,total_hour
2022-06-25,INBOUND,LABELING,PRINT,印標,1,5.3
2022-06-25,INBOUND,MGMT,CONTROL,進貨控場,2,5.5
2022-06-25,INBOUND,OTHERS,FIVES,進貨5S,13,11.5
2022-06-25,INBOUND,PUTAWAY,PALLETFOURF,上架棧板_四樓,1,0.9
2022-06-25,INBOUND,PUTAWAY,SHELF,上架基架,12,9.5
2022-06-25,INBOUND,PUTAWAY,TRANSPORT,上架拉貨,5,7.7
2022-06-25,INBOUND,QC,QC,品管,3,4.3
2022-06-25,INBOUND,RECEIVED,CONTROL,貴重驗收,1,4.5
2022-06-25,INBOUND,RECEIVED,SMALL,小驗,7,12.7
2022-06-26,INBOUND,ARRIVAL,DOCK,碼頭收發,1,0.1
2022-06-26,INBOUND,COUNTING,COUNTING,進貨計數,2,4.3
2022-06-26,INBOUND,LABELING,LABELING,貼標,2,2.9
2022-06-26,INBOUND,MGMT,CONTROL,進貨控場,1,9.1
2022-06-26,INBOUND,OTHERS,ABNORMAL,進貨異常,4,12.3
2022-06-26,INBOUND,OTHERS,FIVES,進貨5S,6,8.9
2022-06-26,INBOUND,PUTAWAY,PALLETFOURF,上架棧板_四樓,1,0.4
2022-06-26,INBOUND,PUTAWAY,SHELF,上架基架,5,4.7
2022-06-26,INBOUND,PUTAWAY,TRANSPORT,上架拉貨,1,1.4
2022-06-26,INBOUND,QC,QC,品管,2,2.7
2022-06-26,INBOUND,RECEIVED,CONTROL,貴重驗收,1,2.0
2022-06-26,INBOUND,RECEIVED,SMALL,小驗,3,3.6
2022-06-27,INBOUND,ARRIVAL,ARRIVAL,收貨,1,4.0
2022-06-27,INBOUND,ARRIVAL,DOCK,碼頭收發,2,4.9
2022-06-27,INBOUND,COUNTING,COUNTING,進貨計數,8,15.9
2022-06-27,INBOUND,LABELING,LABELING,貼標,8,20.0
2022-06-27,INBOUND,LABELING,PRINT,印標,1,4.7
2022-06-27,INBOUND,MGMT,CONTROL,進貨控場,2,17.4
2022-06-27,INBOUND,OTHERS,ABNORMAL,進貨異常,2,14.7
2022-06-27,INBOUND,OTHERS,FIVES,進貨5S,16,21.6
2022-06-27,INBOUND,PUTAWAY,PALLETFOURF,上架棧板_四樓,1,0.7
2022-06-27,INBOUND,PUTAWAY,SHELF,上架基架,7,9.0
2022-06-27,INBOUND,PUTAWAY,TRANSPORT,上架拉貨,6,7.0
2022-06-27,INBOUND,QC,QC,品管,2,6.6
2022-06-27,INBOUND,RECEIVED,SMALL,小驗,6,15.9
2022-06-28,INBOUND,ARRIVAL,ARRIVAL,收貨,2,6.1
2022-06-28,INBOUND,ARRIVAL,DOCK,碼頭收發,2,6.1
2022-06-28,INBOUND,COUNTING,COUNTING,進貨計數,9,22.7
2022-06-28,INBOUND,LABELING,LABELING,貼標,11,25.2
2022-06-28,INBOUND,LABELING,PRINT,印標,2,4.7
2022-06-28,INBOUND,MGMT,CONTROL,進貨控場,2,14.6
2022-06-28,INBOUND,OTHERS,ABNORMAL,進貨異常,2,12.5
2022-06-28,INBOUND,OTHERS,FIVES,進貨5S,16,16.7
2022-06-28,INBOUND,PUTAWAY,PALLETFOURF,上架棧板_四樓,1,1.2
2022-06-28,INBOUND,PUTAWAY,SHELF,上架基架,9,12.7
2022-06-28,INBOUND,PUTAWAY,TRANSPORT,上架拉貨,10,10.3
2022-06-28,INBOUND,QC,QC,品管,4,7.2
2022-06-28,INBOUND,RECEIVED,BULKY,箱賣,2,0.8
2022-06-28,INBOUND,RECEIVED,CONTROL,貴重驗收,1,1.0
2022-06-28,INBOUND,RECEIVED,SMALL,小驗,10,22.1
2022-06-29,INBOUND,ARRIVAL,ARRIVAL,收貨,2,6.0
2022-06-29,INBOUND,ARRIVAL,DOCK,碼頭收發,2,5.5
2022-06-29,INBOUND,COUNTING,COUNTING,進貨計數,15,23.3
2022-06-29,INBOUND,LABELING,LABELING,貼標,13,35.9
2022-06-29,INBOUND,LABELING,PRINT,印標,1,6.6
2022-06-29,INBOUND,MGMT,CONTROL,進貨控場,2,15.9
2022-06-29,INBOUND,OTHERS,ABNORMAL,進貨異常,2,14.1
2022-06-29,INBOUND,OTHERS,FIVES,進貨5S,18,15.9
2022-06-29,INBOUND,PUTAWAY,SHELF,上架基架,11,26.1
2022-06-29,INBOUND,PUTAWAY,TRANSPORT,上架拉貨,9,8.4
2022-06-29,INBOUND,QC,QC,品管,2,11.2
2022-06-29,INBOUND,RECEIVED,BULKY,箱賣,1,0.1
2022-06-29,INBOUND,RECEIVED,CONTROL,貴重驗收,1,6.5
2022-06-29,INBOUND,RECEIVED,SMALL,小驗,11,24.8
2022-06-30,INBOUND,ARRIVAL,ARRIVAL,收貨,3,6.5
2022-06-30,INBOUND,ARRIVAL,DOCK,碼頭收發,2,6.9
2022-06-30,INBOUND,COUNTING,COUNTING,進貨計數,15,26.2
2022-06-30,INBOUND,LABELING,LABELING,貼標,15,31.5
2022-06-30,INBOUND,LABELING,PRINT,印標,2,9.0
2022-06-30,INBOUND,MGMT,CONTROL,進貨控場,2,17.3
2022-06-30,INBOUND,OTHERS,ABNORMAL,進貨異常,2,15.3
2022-06-30,INBOUND,OTHERS,FIVES,進貨5S,15,19.1
2022-06-30,INBOUND,PUTAWAY,PALLETFOURF,上架棧板_四樓,1,1.6
2022-06-30,INBOUND,PUTAWAY,SHELF,上架基架,15,22.1
2022-06-30,INBOUND,PUTAWAY,TRANSPORT,上架拉貨,5,13.8
2022-06-30,INBOUND,QC,QC,品管,6,8.5
2022-06-30,INBOUND,RECEIVED,CONTROL,貴重驗收,1,4.5
2022-06-30,INBOUND,RECEIVED,SMALL,小驗,10,23.4
2022-07-01,INBOUND,ARRIVAL,ARRIVAL,收貨,2,6.7
2022-07-01,INBOUND,ARRIVAL,DOCK,碼頭收發,2,6.5
2022-07-01,INBOUND,COUNTING,COUNTING,進貨計數,12,21.0
2022-07-01,INBOUND,LABELING,LABELING,貼標,12,29.3
2022-07-01,INBOUND,LABELING,PRINT,印標,1,6.4
2022-07-01,INBOUND,MGMT,CONTROL,進貨控場,4,25.4
2022-07-01,INBOUND,OTHERS,ABNORMAL,進貨異常,2,16.0
2022-07-01,INBOUND,OTHERS,FIVES,進貨5S,10,9.7
2022-07-01,INBOUND,PUTAWAY,PALLETFOURF,上架棧板_四樓,1,0.3
2022-07-01,INBOUND,PUTAWAY,SHELF,上架基架,10,14.3
2022-07-01,INBOUND,PUTAWAY,TRANSPORT,上架拉貨,5,8.9
2022-07-01,INBOUND,QC,QC,品管,4,8.2
2022-07-01,INBOUND,RECEIVED,CONTROL,貴重驗收,1,5.1
2022-07-01,INBOUND,RECEIVED,SMALL,小驗,8,27.4
2022-07-02,INBOUND,ARRIVAL,ARRIVAL,收貨,3,3.0
2022-07-02,INBOUND,ARRIVAL,DOCK,碼頭收發,1,1.8
2022-07-02,INBOUND,COUNTING,COUNTING,進貨計數,10,17.8
2022-07-02,INBOUND,LABELING,LABELING,貼標,6,23.7
2022-07-02,INBOUND,LABELING,PRINT,印標,1,7.3
2022-07-02,INBOUND,MGMT,CONTROL,進貨控場,2,16.5
2022-07-02,INBOUND,OTHERS,ABNORMAL,進貨異常,1,7.8
2022-07-02,INBOUND,OTHERS,FIVES,進貨5S,14,11.9
2022-07-02,INBOUND,PUTAWAY,PALLETFOURF,上架棧板_四樓,1,3.5
2022-07-02,INBOUND,PUTAWAY,SHELF,上架基架,3,6.1
2022-07-02,INBOUND,PUTAWAY,TRANSPORT,上架拉貨,6,2.1
2022-07-02,INBOUND,QC,QC,品管,4,8.2
2022-07-02,INBOUND,RECEIVED,BULKY,箱賣,1,0.6
2022-07-02,INBOUND,RECEIVED,CONTROL,貴重驗收,1,0.0
2022-07-02,INBOUND,RECEIVED,SMALL,小驗,6,21.0
2022-07-03,INBOUND,ARRIVAL,DOCK,碼頭收發,1,0.2
2022-07-03,INBOUND,COUNTING,COUNTING,進貨計數,1,0.4
2022-07-03,INBOUND,OTHERS,ABNORMAL,進貨異常,4,15.6
2022-07-03,INBOUND,OTHERS,FIVES,進貨5S,4,6.9
2022-07-03,INBOUND,PUTAWAY,PALLETFOURF,上架棧板_四樓,1,0.6
2022-07-03,INBOUND,PUTAWAY,SHELF,上架基架,2,0.7
2022-07-03,INBOUND,QC,QC,品管,1,0.4
2022-07-03,INBOUND,RECEIVED,SMALL,小驗,1,0.9
2022-07-04,INBOUND,ARRIVAL,ARRIVAL,收貨,2,5.3
2022-07-04,INBOUND,ARRIVAL,DOCK,碼頭收發,2,4.7
2022-07-04,INBOUND,COUNTING,COUNTING,進貨計數,10,16.0
2022-07-04,INBOUND,LABELING,LABELING,貼標,12,25.2
2022-07-04,INBOUND,LABELING,PRINT,印標,1,6.1
2022-07-04,INBOUND,MGMT,CONTROL,進貨控場,3,17.3
2022-07-04,INBOUND,OTHERS,ABNORMAL,進貨異常,2,15.8
2022-07-04,INBOUND,OTHERS,FIVES,進貨5S,18,21.7
2022-07-04,INBOUND,PUTAWAY,PALLETFOURF,上架棧板_四樓,1,1.2
2022-07-04,INBOUND,PUTAWAY,SHELF,上架基架,7,6.9
2022-07-04,INBOUND,PUTAWAY,TRANSPORT,上架拉貨,4,0.7
2022-07-04,INBOUND,QC,QC,品管,5,7.4
2022-07-04,INBOUND,RECEIVED,BULKY,箱賣,2,0.2
2022-07-04,INBOUND,RECEIVED,SMALL,小驗,8,19.4
2022-07-05,INBOUND,ARRIVAL,ARRIVAL,收貨,2,4.4
2022-07-05,INBOUND,ARRIVAL,DOCK,碼頭收發,2,5.6
2022-07-05,INBOUND,COUNTING,COUNTING,進貨計數,14,20.0
2022-07-05,INBOUND,LABELING,LABELING,貼標,13,33.1
2022-07-05,INBOUND,LABELING,PRINT,印標,2,5.7
2022-07-05,INBOUND,MGMT,CONTROL,進貨控場,2,12.8
2022-07-05,INBOUND,OTHERS,ABNORMAL,進貨異常,2,15.8
2022-07-05,INBOUND,OTHERS,FIVES,進貨5S,15,19.8
2022-07-05,INBOUND,PUTAWAY,PALLETFOURF,上架棧板_四樓,1,1.5
2022-07-05,INBOUND,PUTAWAY,SHELF,上架基架,6,6.2
2022-07-05,INBOUND,PUTAWAY,TRANSPORT,上架拉貨,4,12.6
2022-07-05,INBOUND,QC,QC,品管,4,8.0
2022-07-05,INBOUND,RECEIVED,CONTROL,貴重驗收,1,1.5
2022-07-05,INBOUND,RECEIVED,SMALL,小驗,6,18.9
2022-07-06,INBOUND,ARRIVAL,ARRIVAL,收貨,2,3.2
2022-07-06,INBOUND,ARRIVAL,DOCK,碼頭收發,2,15.2
2022-07-06,INBOUND,COUNTING,COUNTING,進貨計數,12,45.2
2022-07-06,INBOUND,LABELING,LABELING,貼標,9,25.1
2022-07-06,INBOUND,LABELING,PRINT,印標,1,2.5
2022-07-06,INBOUND,MGMT,CONTROL,進貨控場,2,19.2
2022-07-06,INBOUND,OTHERS,ABNORMAL,進貨異常,6,5.5
2022-07-06,INBOUND,OTHERS,FIVES,進貨5S,9,20.5
2022-07-06,INBOUND,PUTAWAY,PALLETFOURF,上架棧板_四樓,1,0.5
2022-07-06,INBOUND,PUTAWAY,SHELF,上架基架,3,2.5
2022-07-06,INBOUND,PUTAWAY,TRANSPORT,上架拉貨,4,29.5
2022-07-06,INBOUND,QC,QC,品管,3,15.7
2022-07-06,INBOUND,RECEIVED,BULKY,箱賣,2,0.8
2022-07-06,INBOUND,RECEIVED,CONTROL,貴重驗收,1,1.0
2022-07-06,INBOUND,RECEIVED,SMALL,小驗,5,31.9
